2;2.06.02.;Сети водопровода и канализации;Все расходы на устройство сетей водоснабжения и водоотведения, включая оплату за промывку, технический надзор и анализ воды и съемку. Восстановление благоустройства после прокладки сетей, если это не дублирует благоустройство объекта учтенное в другой статье.;38;Да;Объект;3 захватки - в границах и за границами участка, ввода;5;;;01.05.2026;30.05.2026;29;21.03.2026;18.05.2026;58;100;-41;-12;29;Работы выполнены в  плановый срок.;;
3;2.06.03.;Электрические сети;Наружные сети электрики, включая прокладку кабелей, проводов, и все связанные с этим расходы включая исполнительные, лабораторию, Ростехнадзор. Восстановление благоустройства после прокладки сетей не в пределах участка, если это не дублирует благоустройство объекта учтенное в другой статье.;39;Да;Объект;3 захватки - в границах и за границами участка, ввода;5;;;01.08.2026;30.08.2026;29;;;0;;0;0;0;;;
4;2.06.04.;Наружное освещение;Предусматриваем опоры наружного освещения которые устанавливаются в грунт и подключение всех наружных потребителей, включая калитки и зарядные устройства для электромобилей (если устанавливаются во дворе). Не вклчюаем освещение фасада - оно в фасаде, и монтаж и стоимость декоративных светильников, которые крепятся на МАФы при благосутройстве, учитываем только их подключение.;40;;Объект;1 захватка;5;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
5;2.06.05.;Трансформаторная подстанция;Все расходы на устройство ТП доставку, монтаж, сопровождение в ростехнадзоре и съемку, и пр ;41;Да;Объект;;5;;;01.08.2026;30.08.2026;29;;;0;;0;0;0;;;
6;2.06.06.;Ливневая канализация;Все расходы на устройство сетей ливневой канализации и съемку. Восстановление благоустройства после прокладки сетей, если это не дублирует благоустройство объекта учтенное в другой статье.;42;Да;Объект;3 захватки - в границах и за границами участка, ввода;5;;;01.05.2026;30.05.2026;29;21.03.2026;18.05.2026;58;100;-41;-12;29;;;
7;2.06.99.;Прочие расходы на сети (Дренаж);Или прочие наружные сети (например. связь или газоснабжение);43;Да, при наличии;Объект;3 захватки - в границах и за границами участка, ввода;5;;;01.09.2026;15.09.2026;14;;;0;;0;0;0;;;
;2.07.;Благоустройство;;44;;;;;;;15.09.2026;30.11.2027;441;;;0;;0;0;0;;;
1;2.07.01.;Планировка площадки с вертикальной планировкой;Вся вертикальная планировка площадки в рамках проекта благоустройства;;да;Объект;При необходимости;5;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
2;2.07.02.;Устройство тротуаров и проездов из асфальта;Весь асфальт в виде пирога и его границы (бордюры) и тротуарную плитку. Учитываем полным пирогом на местности, чтобы могли сравнить цену на м2. влючая распредплиту над парковкой или прочими слоями (плиты тоже сюда). Сюда же водоотводные лотки, разметку. ВСЕ бетонные и гранитные бордюры;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
3;2.07.03.;Устройство покрытий из насыпных материалов (кроме чернозема);Чернозем в газоне и озеленении. Учитываем полным пирогом на местности, чтобы могли сравнить цену на м2. влючая распредплиту над парковкой или прочими слоями ;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
4;2.07.04.;Устройство резинопола и пр. покрытий;геопластика как и другие покрытия. Учитываем полным пирогом на местности, чтобы могли сравнить цену на м2. влючая распредплиту над парковкой или прочими слоями, в т.ч. плитка брусчатка ;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
5;2.07.05.;Устройство газона и озеленение;кроме искусственного газона. Учитываем полным пирогом на местности, чтобы могли сравнить цену на м2. Устройство автополива;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
6;2.07.06.;Устройство МАФов;Лавки, урны, скамейки, качели, контейнерные площадки и их ограждения, перголы, детские площадки;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
7;2.07.07.;Устройство подпорных стенок;;;да;Объект;При необходимости;;;;15.09.2026;15.11.2026;61;;;0;;0;0;0;;;
8;2.07.08.;Освещение;Декоративные светильники в случае их использование по дизайн проекту благоустройства (давальческое оборудование) без самой разводки под них и простых столбов освещения  - они в наружном освещении. Принцип такой, если светильник крепиться на МАФ, или элемент благоустройства, то учитываем тут, без подключения. Если это опора освещения в грунте - учитываем в наружном освещении.;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
9;2.07.99.;Прочие расходы на благоустройство;Ограждения, декоративные заборы, калитки, шлагбаумы;;да;Объект;При необходимости;;;;01.07.2027;30.11.2027;152;;;0;;0;0;0;;;
;;;;;;;;;;;;;;;;;;;;;;;
